Job Title;Job Description;Job Payment;Job Link
Junior-Mid Full-Stack Developer;About the RoleWe're seeking a driven Junior Full-Stack Developer to join our team. This role is perfect for someone with a passion for web development, and a strong interest in AI technologies. If y;Hourly: $14.00 - $30.00 ;https://www.upwork.com/freelance-jobs/apply/Junior-Mid-Full-Stack-Developer_~01d423f83ead23dcfe
Full Stack Developer;Full Stack DeveloperRemoteFullyLoaded Studios LLCFull-TimeExperience Level: entry or above I just require free thinkers and creative mindset with a dogged dtermination to make this successful ;Hourly;https://www.upwork.com/freelance-jobs/apply/Full-Stack-Developer_~01b4d560233f8d75eb
Setup Docker-based POS System on Synology NAS;I'm seeking a talented freelancer to assist me in deploying any open-source POS system on my Synology NAS server using Docker. This project will need someone who has substantial expertise in Synology ;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Setup-Docker-based-POS-System-Synology-NAS_~01c43204fa927b0621
Jr. Make / Integromat person (hiring 3 people asap);Hiring 3 people from upwork asap!You'd be paid:- $5-25 per automation depending on the complexity (open to discussion per automation)- Monthly work long term collabI will give you:- exact thing;Est. budget: $250.00;https://www.upwork.com/freelance-jobs/apply/Make-Integromat-person-hiring-people-asap_~01202aac0ba0646480
Website for student-oriented platform;1. Overview:This project involves developing a student-oriented platform that includes interactive assessments and a personalized recommendation system. The platform is designed to help users underst;Est. budget: $400.00;https://www.upwork.com/freelance-jobs/apply/Website-for-student-oriented-platform_~01d82bcbde5b0511a8
Interacting with Python code generation systems;We are seeking participants to interact with and evaluate our AI code generation systems. This study will consist of two parts: (1) answering system-generated questions about Python coding problems an;Hourly: $17.00 - $22.00 ;https://www.upwork.com/freelance-jobs/apply/Interacting-with-span-class-highlight-Python-span-code-generation-systems_~0171e1fff7b97615f7
AI assisted company search engine;I would like to utilize AI to assist with my search process for lenders that I can add to my database.;Hourly: $3.00 - $22.00 ;https://www.upwork.com/freelance-jobs/apply/assisted-company-search-engine_~01a624eeec18ec436d
Computational Applications and Marketing Engineer/Architect ;Company: Additive Flow, A Division of Nano DimensionType: Full-TimeAbout Additive Flow:At Additive Flow, we are revolutionizing the manufacturing landscape with our advanced software solutions for;Hourly: $12.00 - $25.00 ;https://www.upwork.com/freelance-jobs/apply/Computational-Applications-and-Marketing-Engineer-Architect_~01f2e4f445a9126683
Full-time Business Development Associate needed for US corporate training firm;**Recent graduates welcome!****Independent individuals only. If you are an agency, don't bother applying.**We are a small US-based B2B corporate training business in the technical training space. ;Est. budget: $4,500.00;https://www.upwork.com/freelance-jobs/apply/Full-time-Business-Development-Associate-needed-for-corporate-training-firm_~0128954f312b982ea9
Software Developer Needed to Automate YouTube Playlists to RSS Feeds;Software Developer Needed to Automate YouTube Playlists to RSS FeedsDescription:We are looking for a talented software developer to create a system that automatically converts YouTube playlists int;Hourly: $15.00 - $25.00 ;https://www.upwork.com/freelance-jobs/apply/Software-Developer-Needed-Automate-YouTube-Playlists-RSS-Feeds_~014f0c1a06c8369778
Expert Crypto Agency (KOLs. Pre-Sale);Hi,We are looking for an agency specialized in CRYPTO that can handle a marketing campaign from A to Z.- Crypto KOLs & Pre-Sale- Market Makers- X/Twitter presence- Infographics- Articles in di;Est. budget: $10,000.00;https://www.upwork.com/freelance-jobs/apply/Expert-Crypto-Agency-KOLs-Pre-Sale_~010e363083675232b5
Flask application improvement;I have a Flask-based web application that I need help optimizing. The main functionality allows users to add new foods, and via the ChatGPT API, the micro and macro nutrients are extracted and stored ;Est. budget: $150.00;https://www.upwork.com/freelance-jobs/apply/Flask-application-improvement_~01cac98750d491eff7
Expert Website Data Scraper;We’re looking for an expert Data Scraper who is highly organized with extreme attention to detail to support and enhance our sourcing team. This individual will be responsible for leveraging advanced ;Est. budget: $7,200.00;https://www.upwork.com/freelance-jobs/apply/Expert-Website-Data-Scraper_~014f126c2ef8f5d7ca
whatsapp cloud api create template, Send and receive messages,Managing customer accounts interface;We want to create whatsapp cloud api interface for managing whatsapp cloud api functions. like create new template.,delete templatecustomer clicks on connect number. then one popup will open like t;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/whatsapp-cloud-api-create-template-Send-and-receive-messages-Managing-customer-accounts-interface_~01a6a9d400ea08b3f7
QUICK MONEY: Python Django and Flask Developer Needed- Mostly API related work and backend;Job Title: Python Web DeveloperWe are seeking a proficient Python Web Developer with expertise in Django and Flask to join our dynamic team. The ideal candidate will possess a thorough understanding;Hourly: $3.00 - $3.00 ;https://www.upwork.com/freelance-jobs/apply/QUICK-MONEY-span-class-highlight-Python-span-Django-and-Flask-Developer-Needed-Mostly-API-related-work-and-backend_~01ce2b19c057c60ad6
Python Developer - Editing a bot;I am lookong for a python developer who will help me edit my bot. I currently have this bot built on python but it dont work and i want to add some other features as well.;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Developer-Editing-bot_~01c7e715c60032bf02
Backend user registrations and roles;I need a backend with user registration and role permission. In afdition, i need a form on a page to submit. When the form is submitted, data is sent to an email and data is show in a page in the back;Est. budget: $30.00;https://www.upwork.com/freelance-jobs/apply/Backend-user-registrations-and-roles_~01f7fc242adc5ca795
Help with scripts to parse data in CSV files;I have some CSV files that have not been formatted well, and I need to standardize the data into fields defined within the data.  This will require scripts that can parse the data - not terribly diffi;Hourly: $15.00 - $18.00 ;https://www.upwork.com/freelance-jobs/apply/Help-with-scripts-parse-data-CSV-files_~016a7b7a453446a5e1
Website Development;PHP Development:Design, develop, and maintain websites and applications using PHP, ensuring high performance, availability, and managing all technical aspects.Qualifications:Proven experience as;Hourly: $10.00 - $25.00 ;https://www.upwork.com/freelance-jobs/apply/Website-Development_~01706af3f37e58a923
Data scraper ;### Scope for Web Scraper for UK Universities Websites#### ObjectiveTo develop a web scraper that collects comprehensive data from the websites of UK universities. The data collected will include g;Est. budget: $500.00;https://www.upwork.com/freelance-jobs/apply/Data-scraper_~01f40c75755f75c9f1
Talent Technical Sourcer;Responsibilities:- Headhunting and searching for potential candidates for programming jobs in Israel such as Java,.Net, Python,C++ Developers and more- Initiated large-scale inquiries to potential c;Hourly: $4.00 - $4.00 ;https://www.upwork.com/freelance-jobs/apply/Talent-Technical-Sourcer_~011c6028ec9a333a32
Automation expert : help me learn these tools quick;"Hello, I am interested in understanding the power and value of business automations. I have struggled to learn from YouTube in the space and need a sort of ""coach"" who can help me debug and also hel";Hourly: $5.00 - $25.00 ;https://www.upwork.com/freelance-jobs/apply/Automation-expert-help-learn-these-tools-quick_~01c8245285faafafd9
Linux Engineer, Data conversion ETL;You will be responsible for deploying and supporting a linux-based technology used for remote energy monitoring and for onboarding new customers and their associated datasets. Commercial experience is;Hourly: $15.00 - $60.00 ;https://www.upwork.com/freelance-jobs/apply/Linux-Engineer-Data-conversion-ETL_~0112bd2d2c9d23d830
Seeking Remote Full Stack-Backend Software Engineer/Front-End Developer;As a Full Stack-Backend Software Engineer, you will be responsible for designing and implementing server-side functionalities, ensuring the scalability and performance of our applications. You will al;Hourly: $12.00 - $25.00 ;https://www.upwork.com/freelance-jobs/apply/Seeking-Remote-Full-Stack-Backend-Software-Engineer-Front-End-Developer_~01be425b16c4452aab
AI Speech-Bot connect to User Pages and Slack Integration;We are seeking a skilled ‘learner’ to help create and implement a speech-bot with ChatGPT Omni capabilities as part of an existing project. This project will start at 10 hours a week for a proof-of-co;Hourly: $10.00 - $25.00 ;https://www.upwork.com/freelance-jobs/apply/Speech-Bot-connect-User-Pages-and-Slack-Integration_~017008510850b63166
Fetch Data / Messages & Attachments From Chat or any Source to any destination like Google Docs;This is an easy way to get started with your freelance career. Write Python / Django DRF code or Google Apps Script to connect with any data source or chat / Messenger and fetch Messages and Attachm;Est. budget: $40.00;https://www.upwork.com/freelance-jobs/apply/Fetch-Data-Messages-Attachments-From-Chat-any-Source-any-destination-like-Google-Docs_~01fdbd1271a6c3f6b0
QA for Javacript code, US high school computer science  principles advanced placement;NEEDED WK OF APRIL 24, 2023US high school student looking for assistance for few hours of tutoring on asynchronous javascript coding and debugging in order to successfully complete AP Computer Scienc;Hourly: $13.00 - $45.00 ;https://www.upwork.com/freelance-jobs/apply/for-Javacript-code-high-school-computer-science-principles-advanced-placement_~0152f2846fe374c02e
Telegram Referral Bot;Hi I need a telegram referral bot. The custom link will go to our telegram. Yes it needs to track how many people clicked the invite link/joined the group. Bonus if it tracks if they leave the group. ;Est. budget: $150.00;https://www.upwork.com/freelance-jobs/apply/Telegram-Referral-Bot_~0114b40d9d232ab6a4
Python - Dynamically load module and create class from string variable.;Need  a sample function, that given the module/.py file name from a string, loads the module, creates the class, and runs a function from the class.  The class name will always be same (can be System);Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Dynamically-load-module-and-create-class-from-string-variable_~010a903168ee4d427c
Apple Automator Actions;Hi i am looking for somebody who can write me the following actionsFirst Action:Read a specifiec json file in a folder and if all status are done, take the content if a different json file in a dif;Est. budget: $200.00;https://www.upwork.com/freelance-jobs/apply/Apple-Automator-Actions_~01bba5f6cff8ca7185
